instruction,image_similarity,label
deepen shadows,0.6278979825746392,0
adjust white balance,0.6533662105286948,1
increase exposure,0.7637539944257898,1
add color grading,0.6489983601145253,0
enhance details,0.7130125064706628,1
make it more vibrant,0.6821236284217693,1
adjust brightness,0.7755706739923889,1
improve contrast,0.8977300493044853,1
brighten the photo,0.3756988616645352,0
increase contrast,0.2477834675822374,0
add more saturation,0.46696059201056606,0
make colors warmer,0.555563785880495,0
sharpen the image,0.50134349032237,0
add vignette effect,0.6876795812558066,1
boost highlights,0.46262108008964276,0
deepen shadows,0.4555345296688584,0
adjust white balance,0.44212797510957214,0
increase exposure,0.8096044311489182,1
add color grading,0.7654365656354057,1
enhance details,0.7344415329089545,1
make it more vibrant,0.807996862631982,1
adjust brightness,0.7074510952701624,1
improve contrast,1.0,1
brighten the photo,0.31292211819752275,0
increase contrast,0.35093947946048926,0
add more saturation,0.45257666238986927,0
make colors warmer,0.4681009231736713,0
sharpen the image,0.4823884024279131,0
add vignette effect,0.4209525544554688,0
boost highlights,0.5871468357135996,0
deepen shadows,0.7682024496475035,1
adjust white balance,0.7545420046154978,1
increase exposure,0.8193186626639397,1
add color grading,0.6488784323568815,0
enhance details,0.6410395179741419,0
make it more vibrant,0.7674213079900352,1
adjust brightness,0.8255724912288696,1
improve contrast,0.9694191518470949,1
brighten the photo,0.13075353702851805,0
increase contrast,0.4929550319460614,0
add more saturation,0.36419921014210105,0
make colors warmer,0.37731189300525797,0
sharpen the image,0.3587895624739832,0
add vignette effect,0.334514332813423,0
boost highlights,0.6223170583961914,0
deepen shadows,0.5873317967188405,0
adjust white balance,0.4910039100258946,0
increase exposure,0.5304921227936383,0
add color grading,0.6664215300709871,1
enhance details,0.9069021525289394,1
make it more vibrant,0.7540408648636395,1
adjust brightness,0.6696857046881894,1
improve contrast,0.8354256935914057,1
brighten the photo,0.27272764302523295,0
increase contrast,0.0703113357058428,0
add more saturation,0.3745705133482188,0
make colors warmer,0.3969065469791322,0
sharpen the image,0.5296206364813418,0
add vignette effect,0.6848956094945345,1
boost highlights,0.6526565029547757,1
deepen shadows,0.553111130944517,0
adjust white balance,0.509347409125833,0
increase exposure,0.917335980324986,1
add color grading,0.7059218434014488,1
enhance details,0.7413929291912946,1
make it more vibrant,0.7775874912889997,1
adjust brightness,0.8398084760767855,1
improve contrast,0.8455639588076058,1
brighten the photo,0.24263379931197637,0
increase contrast,0.28531410587596073,0
add more saturation,0.3767246729784002,0
make colors warmer,0.36565752288662345,0
sharpen the image,0.3887154217322835,0
add vignette effect,0.5106430227691897,0
boost highlights,0.5145022782579145,0
deepen shadows,0.7303992988582689,1
adjust white balance,0.3549030191606988,0
increase exposure,0.769150685192246,1
add color grading,0.8246085192497629,1
enhance details,0.532660976759185,0
make it more vibrant,0.7457312405919652,1
adjust brightness,0.7828559134004209,1
improve contrast,0.719248830528218,1
brighten the photo,0.22221833124091245,0
increase contrast,0.2289424154534171,0
add more saturation,0.5552270443423623,0
make colors warmer,0.5135678393147461,0
sharpen the image,0.5871555094994159,0
add vignette effect,0.5721672064043235,0
boost highlights,0.42709482287827716,0
deepen shadows,0.5275479733720227,0
adjust white balance,0.6689374561227918,1
increase exposure,0.5377872191108054,0
add color grading,0.7712998430172388,1
enhance details,0.7159674601841866,1
make it more vibrant,0.7425179192450403,1
adjust brightness,0.8910959968203492,1
improve contrast,0.904426331148604,1
brighten the photo,0.263903383418092,0
increase contrast,0.45593298033642476,0
add more saturation,0.2718936672400103,0
make colors warmer,0.4815935606944264,0
sharpen the image,0.5193101257968383,0
add vignette effect,0.469045356068601,0
boost highlights,0.5726133022242118,0
deepen shadows,0.45488864236146975,0
adjust white balance,0.7124027019206901,1
increase exposure,0.641509786355701,0
add color grading,0.647727697948096,0
enhance details,0.844900922583689,1
make it more vibrant,0.7095656309457241,1
adjust brightness,0.679153870363644,1
improve contrast,0.7043370826476097,1
brighten the photo,0.36060099513456395,0
increase contrast,0.21195706475037165,0
add more saturation,0.5554794181984365,0
make colors warmer,0.21180705921162776,0
sharpen the image,0.6296456368290038,0
add vignette effect,0.5211017467202619,0
boost highlights,0.5303286888129608,0
deepen shadows,0.5255080913191051,0
adjust white balance,0.6599136114352071,1
increase exposure,0.6562365297575151,1
add color grading,0.8103301882016521,1
enhance details,0.751422764866204,1
make it more vibrant,0.7950301761461878,1
adjust brightness,0.7836387787786144,1
improve contrast,0.8543054376278933,1
brighten the photo,0.3307801768892059,0
increase contrast,0.16898316073433742,0
add more saturation,0.2451814577894287,0
make colors warmer,0.49432640940227146,0
sharpen the image,0.47708654381279414,0
add vignette effect,0.48160166636473206,0
boost highlights,0.5418433933065393,0
deepen shadows,0.6147581705361672,0
adjust white balance,0.5660240319690638,0
increase exposure,0.5821695274597687,0
add color grading,0.7195845255097681,1
enhance details,0.6421627222384968,0
make it more vibrant,0.8208252755714472,1
adjust brightness,0.649741639576216,0
improve contrast,0.9629155637325645,1
brighten the photo,0.3472597482413043,0
increase contrast,0.36560297343138753,0
add more saturation,0.4782690983945514,0
make colors warmer,0.5865474444462577,0
sharpen the image,0.561437006501813,0
add vignette effect,0.3159125768668355,0
boost highlights,0.4120423033264299,0
deepen shadows,0.5175181422304322,0
adjust white balance,0.6226091050210834,0
increase exposure,0.7117659020469123,1
add color grading,0.6274256186846534,0
enhance details,0.7586766764477079,1
make it more vibrant,0.7044617067646678,1
adjust brightness,0.7588482197008053,1
improve contrast,0.7193338903151778,1
brighten the photo,0.20767667538890955,0
increase contrast,0.2048315394383666,0
add more saturation,0.2824126747022667,0
make colors warmer,0.525364179660784,0
sharpen the image,0.36506011111680564,0
add vignette effect,0.7632382064837391,1
boost highlights,0.589331790088089,0
deepen shadows,0.5984836123694874,0
adjust white balance,0.5341642219818786,0
increase exposure,0.730030987940899,1
add color grading,0.6424362173762226,0
enhance details,0.7522009814645362,1
make it more vibrant,1.0,1
adjust brightness,0.8103940100275351,1
improve contrast,0.9749273326285677,1
brighten the photo,0.22968235748741123,0
increase contrast,0.3365011509503038,0
add more saturation,0.557080063563551,0
make colors warmer,0.35730329422122326,0
sharpen the image,0.6412448557996928,0
add vignette effect,0.5707751935455475,0
boost highlights,0.4837533224105733,0
deepen shadows,0.6432407739055521,0
adjust white balance,0.7172554449626729,1
increase exposure,0.7221809962217196,1
add color grading,0.5429775280109543,0
enhance details,0.6672862824175131,1
make it more vibrant,0.7552481364448496,1
adjust brightness,0.8125566570899955,1
improve contrast,0.922067209755068,1
brighten the photo,0.31777010009332535,0
increase contrast,0.20646556412898984,0
add more saturation,0.41801978510059634,0
make colors warmer,0.4810585745283823,0
sharpen the image,0.515979044793104,0
add vignette effect,0.6080780725554622,0
boost highlights,0.6233922154548904,0
deepen shadows,0.6259180079228437,0
adjust white balance,0.6129834288541353,0
increase exposure,0.4939039066484008,0
add color grading,0.7429618219132585,1
enhance details,0.7607687687163112,1
make it more vibrant,0.8071578837195373,1
adjust brightness,0.692325142417969,1
improve contrast,0.7518943459591738,1
brighten the photo,0.40531528533329036,0
increase contrast,0.33604448461433445,0
add more saturation,0.44815006973726246,0
make colors warmer,0.42283183761304594,0
sharpen the image,0.4629756139495743,0
add vignette effect,0.5938283805975998,0
boost highlights,0.4883955271782626,0
deepen shadows,0.5896120776940984,0
adjust white balance,0.5737724711294957,0
increase exposure,0.6165503772567683,0
add color grading,0.669082787653136,1
enhance details,0.7622133771633712,1
